,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.502,30859.0,0.022152370459185326
1,0.02,0.502,30859.0,0.022152370459185326
2,0.03,0.502,30859.0,0.022152370459185326
3,0.04,0.502,30859.0,0.022152370459185326
4,0.05,0.502,30859.0,0.022152370459185326
5,0.06,0.502,30859.0,0.022152370459185326
6,0.07,0.502,30859.0,0.022152370459185326
7,0.08,0.502,30859.0,0.022152370459185326
8,0.09,0.502,30859.0,0.022152370459185326
9,0.1,0.502,30859.0,0.022152370459185326
10,0.11,0.502,30859.0,0.022152370459185326
11,0.12,0.502,30859.0,0.022152370459185326
12,0.13,0.502,30859.0,0.022152370459185326
13,0.14,0.502,30859.0,0.022152370459185326
14,0.15,0.502,30859.0,0.022152370459185326
15,0.16,0.502,30859.0,0.022152370459185326
16,0.17,0.502,30859.0,0.022152370459185326
17,0.18,0.502,30859.0,0.022152370459185326
18,0.19,0.502,30859.0,0.022152370459185326
19,0.2,0.502,30859.0,0.022152370459185326
20,0.21,0.502,30859.0,0.022152370459185326
21,0.22,0.502,30859.0,0.022152370459185326
22,0.23,0.502,30859.0,0.022152370459185326
23,0.24,0.502,30859.0,0.022152370459185326
24,0.25,0.502,30859.0,0.022152370459185326
25,0.26,0.502,30859.0,0.022152370459185326
26,0.27,0.502,30859.0,0.022152370459185326
27,0.28,0.502,30859.0,0.022152370459185326
28,0.29,0.502,30859.0,0.022152370459185326
29,0.3,0.502,30859.0,0.022152370459185326
30,0.31,0.502,30859.0,0.022152370459185326
31,0.32,0.502,30859.0,0.022152370459185326
32,0.33,0.502,30859.0,0.022152370459185326
33,0.34,0.502,30859.0,0.022152370459185326
34,0.35,0.502,30857.0,0.022152370459185326
35,0.36,0.503,30835.0,0.022152370459185326
36,0.37,0.503,30779.0,0.022152370459185326
37,0.38,0.503,30683.0,0.022152370459185326
38,0.39,0.504,30516.0,0.022152370459185326
39,0.4,0.505,30284.0,0.022152370459185326
40,0.41,0.506,29999.0,0.022152370459185326
41,0.42,0.507,29656.0,0.022152370459185326
42,0.43,0.508,29252.0,0.022152370459185326
43,0.44,0.51,28750.0,0.022152370459185326
44,0.45,0.513,27926.0,0.022152370459185326
45,0.46,0.518,26321.0,0.022152370459185326
46,0.47,0.524,24095.0,0.022152370459185326
47,0.48,0.532,21071.0,0.022152370459185326
48,0.49,0.543,17597.0,0.022152370459185326
49,0.5,0.556,14122.0,0.022152370459185326
50,0.51,0.565,10884.0,0.022152370459185326
51,0.52,0.574,8696.0,0.022152370459185326
52,0.53,0.579,7156.0,0.022152370459185326
53,0.54,0.589,5949.0,0.022152370459185326
54,0.55,0.59,4970.0,0.022152370459185326
55,0.56,0.594,4118.0,0.022152370459185326
56,0.57,0.601,3377.0,0.022152370459185326
57,0.58,0.619,2622.0,0.022152370459185326
58,0.59,0.63,1994.0,0.022152370459185326
59,0.6,0.641,1435.0,0.022152370459185326
60,0.61,0.662,972.0,0.022152370459185326
61,0.62,0.688,651.0,0.022152370459185326
62,0.63,0.711,398.0,0.022152370459185326
63,0.64,0.715,221.0,0.022152370459185326
64,0.65,0.75,92.0,0.022152370459185326
65,0.66,0.808,26.0,0.022152370459185326
66,0.67,1.0,4.0,0.022152370459185326
