,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.363,31527.0,0.0005202022444823671
1,0.02,0.363,31527.0,0.0005202022444823671
2,0.03,0.363,31527.0,0.0005202022444823671
3,0.04,0.363,31527.0,0.0005202022444823671
4,0.05,0.363,31527.0,0.0005202022444823671
5,0.06,0.363,31527.0,0.0005202022444823671
6,0.07,0.363,31527.0,0.0005202022444823671
7,0.08,0.363,31527.0,0.0005202022444823671
8,0.09,0.363,31527.0,0.0005202022444823671
9,0.1,0.363,31527.0,0.0005202022444823671
10,0.11,0.363,31527.0,0.0005202022444823671
11,0.12,0.363,31527.0,0.0005202022444823671
12,0.13,0.363,31527.0,0.0005202022444823671
13,0.14,0.363,31527.0,0.0005202022444823671
14,0.15,0.363,31527.0,0.0005202022444823671
15,0.16,0.363,31527.0,0.0005202022444823671
16,0.17,0.363,31527.0,0.0005202022444823671
17,0.18,0.363,31527.0,0.0005202022444823671
18,0.19,0.363,31527.0,0.0005202022444823671
19,0.2,0.363,31523.0,0.0005202022444823671
20,0.21,0.363,31507.0,0.0005202022444823671
21,0.22,0.364,31484.0,0.0005202022444823671
22,0.23,0.364,31455.0,0.0005202022444823671
23,0.24,0.364,31413.0,0.0005202022444823671
24,0.25,0.365,31342.0,0.0005202022444823671
25,0.26,0.365,31261.0,0.0005202022444823671
26,0.27,0.365,31163.0,0.0005202022444823671
27,0.28,0.366,30901.0,0.0005202022444823671
28,0.29,0.367,30454.0,0.0005202022444823671
29,0.3,0.37,29656.0,0.0005202022444823671
30,0.31,0.374,28549.0,0.0005202022444823671
31,0.32,0.378,27170.0,0.0005202022444823671
32,0.33,0.384,25133.0,0.0005202022444823671
33,0.34,0.391,22335.0,0.0005202022444823671
34,0.35,0.403,18721.0,0.0005202022444823671
35,0.36,0.42,14419.0,0.0005202022444823671
36,0.37,0.434,11186.0,0.0005202022444823671
37,0.38,0.443,8977.0,0.0005202022444823671
38,0.39,0.451,7354.0,0.0005202022444823671
39,0.4,0.458,6004.0,0.0005202022444823671
40,0.41,0.473,4770.0,0.0005202022444823671
41,0.42,0.493,3563.0,0.0005202022444823671
42,0.43,0.507,2632.0,0.0005202022444823671
43,0.44,0.522,1995.0,0.0005202022444823671
44,0.45,0.534,1476.0,0.0005202022444823671
45,0.46,0.531,1086.0,0.0005202022444823671
46,0.47,0.532,808.0,0.0005202022444823671
47,0.48,0.541,571.0,0.0005202022444823671
48,0.49,0.558,423.0,0.0005202022444823671
49,0.5,0.546,284.0,0.0005202022444823671
50,0.51,0.578,187.0,0.0005202022444823671
51,0.52,0.617,120.0,0.0005202022444823671
52,0.53,0.694,49.0,0.0005202022444823671
53,0.54,0.846,13.0,0.0005202022444823671
54,0.55,0.5,2.0,0.0005202022444823671
