,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.88,29972.0,0.05240926470882629
1,0.02,0.88,29972.0,0.05240926470882629
2,0.03,0.88,29972.0,0.05240926470882629
3,0.04,0.88,29972.0,0.05240926470882629
4,0.05,0.88,29972.0,0.05240926470882629
5,0.06,0.88,29972.0,0.05240926470882629
6,0.07,0.88,29972.0,0.05240926470882629
7,0.08,0.88,29972.0,0.05240926470882629
8,0.09,0.88,29972.0,0.05240926470882629
9,0.1,0.88,29972.0,0.05240926470882629
10,0.11,0.88,29972.0,0.05240926470882629
11,0.12,0.88,29972.0,0.05240926470882629
12,0.13,0.88,29972.0,0.05240926470882629
13,0.14,0.88,29972.0,0.05240926470882629
14,0.15,0.88,29972.0,0.05240926470882629
15,0.16,0.88,29972.0,0.05240926470882629
16,0.17,0.88,29972.0,0.05240926470882629
17,0.18,0.88,29972.0,0.05240926470882629
18,0.19,0.88,29972.0,0.05240926470882629
19,0.2,0.88,29972.0,0.05240926470882629
20,0.21,0.88,29972.0,0.05240926470882629
21,0.22,0.88,29972.0,0.05240926470882629
22,0.23,0.88,29972.0,0.05240926470882629
23,0.24,0.88,29972.0,0.05240926470882629
24,0.25,0.88,29972.0,0.05240926470882629
25,0.26,0.88,29972.0,0.05240926470882629
26,0.27,0.88,29972.0,0.05240926470882629
27,0.28,0.88,29972.0,0.05240926470882629
28,0.29,0.88,29972.0,0.05240926470882629
29,0.3,0.88,29972.0,0.05240926470882629
30,0.31,0.88,29972.0,0.05240926470882629
31,0.32,0.88,29972.0,0.05240926470882629
32,0.33,0.88,29972.0,0.05240926470882629
33,0.34,0.88,29972.0,0.05240926470882629
34,0.35,0.88,29972.0,0.05240926470882629
35,0.36,0.88,29972.0,0.05240926470882629
36,0.37,0.88,29972.0,0.05240926470882629
37,0.38,0.88,29972.0,0.05240926470882629
38,0.39,0.88,29972.0,0.05240926470882629
39,0.4,0.88,29972.0,0.05240926470882629
40,0.41,0.88,29972.0,0.05240926470882629
41,0.42,0.88,29972.0,0.05240926470882629
42,0.43,0.88,29972.0,0.05240926470882629
43,0.44,0.88,29972.0,0.05240926470882629
44,0.45,0.88,29972.0,0.05240926470882629
45,0.46,0.88,29972.0,0.05240926470882629
46,0.47,0.88,29972.0,0.05240926470882629
47,0.48,0.88,29972.0,0.05240926470882629
48,0.49,0.88,29972.0,0.05240926470882629
49,0.5,0.88,29972.0,0.05240926470882629
50,0.51,0.88,29972.0,0.05240926470882629
51,0.52,0.88,29972.0,0.05240926470882629
52,0.53,0.88,29972.0,0.05240926470882629
53,0.54,0.88,29972.0,0.05240926470882629
54,0.55,0.88,29972.0,0.05240926470882629
55,0.56,0.88,29972.0,0.05240926470882629
56,0.57,0.88,29972.0,0.05240926470882629
57,0.58,0.88,29972.0,0.05240926470882629
58,0.59,0.88,29972.0,0.05240926470882629
59,0.6,0.88,29972.0,0.05240926470882629
60,0.61,0.88,29972.0,0.05240926470882629
61,0.62,0.88,29972.0,0.05240926470882629
62,0.63,0.88,29972.0,0.05240926470882629
63,0.64,0.88,29972.0,0.05240926470882629
64,0.65,0.88,29972.0,0.05240926470882629
65,0.66,0.88,29972.0,0.05240926470882629
66,0.67,0.88,29972.0,0.05240926470882629
67,0.68,0.88,29972.0,0.05240926470882629
68,0.69,0.88,29972.0,0.05240926470882629
69,0.7,0.88,29972.0,0.05240926470882629
70,0.71,0.88,29972.0,0.05240926470882629
71,0.72,0.88,29972.0,0.05240926470882629
72,0.73,0.88,29972.0,0.05240926470882629
73,0.74,0.88,29972.0,0.05240926470882629
74,0.75,0.88,29959.0,0.05240926470882629
75,0.76,0.881,29943.0,0.05240926470882629
76,0.77,0.881,29921.0,0.05240926470882629
77,0.78,0.881,29878.0,0.05240926470882629
78,0.79,0.882,29718.0,0.05240926470882629
79,0.8,0.883,29475.0,0.05240926470882629
80,0.81,0.884,29080.0,0.05240926470882629
81,0.82,0.886,28572.0,0.05240926470882629
82,0.83,0.887,27907.0,0.05240926470882629
83,0.84,0.889,27070.0,0.05240926470882629
84,0.85,0.891,25865.0,0.05240926470882629
85,0.86,0.894,23938.0,0.05240926470882629
86,0.87,0.899,20942.0,0.05240926470882629
87,0.88,0.907,16754.0,0.05240926470882629
88,0.89,0.917,11778.0,0.05240926470882629
89,0.9,0.929,7184.0,0.05240926470882629
90,0.91,0.939,3882.0,0.05240926470882629
91,0.92,0.949,1871.0,0.05240926470882629
92,0.93,0.957,790.0,0.05240926470882629
93,0.94,0.947,285.0,0.05240926470882629
94,0.95,0.957,47.0,0.05240926470882629
