,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.896,29655.0,0.06368069278550761
1,0.02,0.896,29655.0,0.06368069278550761
2,0.03,0.896,29655.0,0.06368069278550761
3,0.04,0.896,29655.0,0.06368069278550761
4,0.05,0.896,29655.0,0.06368069278550761
5,0.06,0.896,29655.0,0.06368069278550761
6,0.07,0.896,29655.0,0.06368069278550761
7,0.08,0.896,29655.0,0.06368069278550761
8,0.09,0.896,29655.0,0.06368069278550761
9,0.1,0.896,29655.0,0.06368069278550761
10,0.11,0.896,29655.0,0.06368069278550761
11,0.12,0.896,29655.0,0.06368069278550761
12,0.13,0.896,29655.0,0.06368069278550761
13,0.14,0.896,29655.0,0.06368069278550761
14,0.15,0.896,29655.0,0.06368069278550761
15,0.16,0.896,29655.0,0.06368069278550761
16,0.17,0.896,29655.0,0.06368069278550761
17,0.18,0.896,29655.0,0.06368069278550761
18,0.19,0.896,29655.0,0.06368069278550761
19,0.2,0.896,29655.0,0.06368069278550761
20,0.21,0.896,29655.0,0.06368069278550761
21,0.22,0.896,29655.0,0.06368069278550761
22,0.23,0.896,29655.0,0.06368069278550761
23,0.24,0.896,29655.0,0.06368069278550761
24,0.25,0.896,29655.0,0.06368069278550761
25,0.26,0.896,29655.0,0.06368069278550761
26,0.27,0.896,29655.0,0.06368069278550761
27,0.28,0.896,29655.0,0.06368069278550761
28,0.29,0.896,29655.0,0.06368069278550761
29,0.3,0.896,29655.0,0.06368069278550761
30,0.31,0.896,29655.0,0.06368069278550761
31,0.32,0.896,29655.0,0.06368069278550761
32,0.33,0.896,29655.0,0.06368069278550761
33,0.34,0.896,29655.0,0.06368069278550761
34,0.35,0.896,29655.0,0.06368069278550761
35,0.36,0.896,29655.0,0.06368069278550761
36,0.37,0.896,29655.0,0.06368069278550761
37,0.38,0.896,29655.0,0.06368069278550761
38,0.39,0.896,29655.0,0.06368069278550761
39,0.4,0.896,29655.0,0.06368069278550761
40,0.41,0.896,29655.0,0.06368069278550761
41,0.42,0.896,29655.0,0.06368069278550761
42,0.43,0.896,29655.0,0.06368069278550761
43,0.44,0.896,29655.0,0.06368069278550761
44,0.45,0.896,29655.0,0.06368069278550761
45,0.46,0.896,29655.0,0.06368069278550761
46,0.47,0.896,29655.0,0.06368069278550761
47,0.48,0.896,29655.0,0.06368069278550761
48,0.49,0.896,29655.0,0.06368069278550761
49,0.5,0.896,29655.0,0.06368069278550761
50,0.51,0.896,29655.0,0.06368069278550761
51,0.52,0.896,29655.0,0.06368069278550761
52,0.53,0.896,29655.0,0.06368069278550761
53,0.54,0.896,29655.0,0.06368069278550761
54,0.55,0.896,29655.0,0.06368069278550761
55,0.56,0.896,29655.0,0.06368069278550761
56,0.57,0.896,29655.0,0.06368069278550761
57,0.58,0.896,29655.0,0.06368069278550761
58,0.59,0.896,29655.0,0.06368069278550761
59,0.6,0.896,29655.0,0.06368069278550761
60,0.61,0.896,29655.0,0.06368069278550761
61,0.62,0.896,29655.0,0.06368069278550761
62,0.63,0.896,29655.0,0.06368069278550761
63,0.64,0.896,29655.0,0.06368069278550761
64,0.65,0.896,29655.0,0.06368069278550761
65,0.66,0.896,29655.0,0.06368069278550761
66,0.67,0.896,29655.0,0.06368069278550761
67,0.68,0.896,29655.0,0.06368069278550761
68,0.69,0.896,29655.0,0.06368069278550761
69,0.7,0.896,29655.0,0.06368069278550761
70,0.71,0.896,29655.0,0.06368069278550761
71,0.72,0.896,29655.0,0.06368069278550761
72,0.73,0.896,29655.0,0.06368069278550761
73,0.74,0.896,29655.0,0.06368069278550761
74,0.75,0.896,29655.0,0.06368069278550761
75,0.76,0.896,29649.0,0.06368069278550761
76,0.77,0.896,29634.0,0.06368069278550761
77,0.78,0.896,29612.0,0.06368069278550761
78,0.79,0.897,29577.0,0.06368069278550761
79,0.8,0.897,29463.0,0.06368069278550761
80,0.81,0.898,29291.0,0.06368069278550761
81,0.82,0.899,29021.0,0.06368069278550761
82,0.83,0.9,28658.0,0.06368069278550761
83,0.84,0.901,28104.0,0.06368069278550761
84,0.85,0.902,27413.0,0.06368069278550761
85,0.86,0.904,26408.0,0.06368069278550761
86,0.87,0.906,24736.0,0.06368069278550761
87,0.88,0.909,22315.0,0.06368069278550761
88,0.89,0.914,18761.0,0.06368069278550761
89,0.9,0.92,14591.0,0.06368069278550761
90,0.91,0.926,10253.0,0.06368069278550761
91,0.92,0.936,5663.0,0.06368069278550761
92,0.93,0.954,2046.0,0.06368069278550761
93,0.94,0.966,704.0,0.06368069278550761
94,0.95,0.959,270.0,0.06368069278550761
95,0.96,0.964,56.0,0.06368069278550761
