,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.519,14408.0,1.1893028679308142
1,0.02,0.519,14408.0,1.1893028679308142
2,0.03,0.519,14408.0,1.1893028679308142
3,0.04,0.519,14408.0,1.1893028679308142
4,0.05,0.519,14408.0,1.1893028679308142
5,0.06,0.519,14408.0,1.1893028679308142
6,0.07,0.519,14408.0,1.1893028679308142
7,0.08,0.519,14408.0,1.1893028679308142
8,0.09,0.519,14408.0,1.1893028679308142
9,0.1,0.519,14408.0,1.1893028679308142
10,0.11,0.519,14408.0,1.1893028679308142
11,0.12,0.519,14408.0,1.1893028679308142
12,0.13,0.519,14408.0,1.1893028679308142
13,0.14,0.519,14408.0,1.1893028679308142
14,0.15,0.519,14408.0,1.1893028679308142
15,0.16,0.519,14408.0,1.1893028679308142
16,0.17,0.519,14408.0,1.1893028679308142
17,0.18,0.519,14408.0,1.1893028679308142
18,0.19,0.519,14408.0,1.1893028679308142
19,0.2,0.519,14408.0,1.1893028679308142
20,0.21,0.519,14408.0,1.1893028679308142
21,0.22,0.519,14408.0,1.1893028679308142
22,0.23,0.519,14408.0,1.1893028679308142
23,0.24,0.519,14408.0,1.1893028679308142
24,0.25,0.519,14408.0,1.1893028679308142
25,0.26,0.519,14408.0,1.1893028679308142
26,0.27,0.519,14408.0,1.1893028679308142
27,0.28,0.519,14408.0,1.1893028679308142
28,0.29,0.519,14408.0,1.1893028679308142
29,0.3,0.519,14408.0,1.1893028679308142
30,0.31,0.519,14405.0,1.1893028679308142
31,0.32,0.519,14387.0,1.1893028679308142
32,0.33,0.519,14363.0,1.1893028679308142
33,0.34,0.52,14325.0,1.1893028679308142
34,0.35,0.52,14274.0,1.1893028679308142
35,0.36,0.522,14218.0,1.1893028679308142
36,0.37,0.522,14154.0,1.1893028679308142
37,0.38,0.524,14059.0,1.1893028679308142
38,0.39,0.526,13955.0,1.1893028679308142
39,0.4,0.527,13812.0,1.1893028679308142
40,0.41,0.529,13640.0,1.1893028679308142
41,0.42,0.531,13350.0,1.1893028679308142
42,0.43,0.534,12923.0,1.1893028679308142
43,0.44,0.54,12294.0,1.1893028679308142
44,0.45,0.544,11569.0,1.1893028679308142
45,0.46,0.549,10844.0,1.1893028679308142
46,0.47,0.552,10082.0,1.1893028679308142
47,0.48,0.558,9344.0,1.1893028679308142
48,0.49,0.564,8629.0,1.1893028679308142
49,0.5,0.572,7957.0,1.1893028679308142
50,0.51,0.582,7273.0,1.1893028679308142
51,0.52,0.588,6629.0,1.1893028679308142
52,0.53,0.596,5949.0,1.1893028679308142
53,0.54,0.606,5345.0,1.1893028679308142
54,0.55,0.613,4820.0,1.1893028679308142
55,0.56,0.621,4334.0,1.1893028679308142
56,0.57,0.632,3914.0,1.1893028679308142
57,0.58,0.641,3495.0,1.1893028679308142
58,0.59,0.65,2984.0,1.1893028679308142
59,0.6,0.659,2488.0,1.1893028679308142
60,0.61,0.67,2022.0,1.1893028679308142
61,0.62,0.685,1623.0,1.1893028679308142
62,0.63,0.697,1285.0,1.1893028679308142
63,0.64,0.713,1006.0,1.1893028679308142
64,0.65,0.733,752.0,1.1893028679308142
65,0.66,0.761,565.0,1.1893028679308142
66,0.67,0.785,419.0,1.1893028679308142
67,0.68,0.771,314.0,1.1893028679308142
68,0.69,0.771,227.0,1.1893028679308142
69,0.7,0.794,160.0,1.1893028679308142
70,0.71,0.779,131.0,1.1893028679308142
71,0.72,0.762,101.0,1.1893028679308142
72,0.73,0.795,73.0,1.1893028679308142
73,0.74,0.83,47.0,1.1893028679308142
74,0.75,0.889,18.0,1.1893028679308142
75,0.76,0.833,6.0,1.1893028679308142
