,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.41,17427.0,0.8100052792251016
1,0.02,0.41,17427.0,0.8100052792251016
2,0.03,0.41,17427.0,0.8100052792251016
3,0.04,0.41,17427.0,0.8100052792251016
4,0.05,0.41,17427.0,0.8100052792251016
5,0.06,0.41,17427.0,0.8100052792251016
6,0.07,0.41,17427.0,0.8100052792251016
7,0.08,0.41,17427.0,0.8100052792251016
8,0.09,0.41,17427.0,0.8100052792251016
9,0.1,0.41,17427.0,0.8100052792251016
10,0.11,0.41,17427.0,0.8100052792251016
11,0.12,0.41,17427.0,0.8100052792251016
12,0.13,0.41,17427.0,0.8100052792251016
13,0.14,0.41,17427.0,0.8100052792251016
14,0.15,0.41,17427.0,0.8100052792251016
15,0.16,0.41,17427.0,0.8100052792251016
16,0.17,0.41,17427.0,0.8100052792251016
17,0.18,0.41,17427.0,0.8100052792251016
18,0.19,0.41,17427.0,0.8100052792251016
19,0.2,0.41,17427.0,0.8100052792251016
20,0.21,0.41,17427.0,0.8100052792251016
21,0.22,0.41,17427.0,0.8100052792251016
22,0.23,0.41,17427.0,0.8100052792251016
23,0.24,0.41,17427.0,0.8100052792251016
24,0.25,0.41,17427.0,0.8100052792251016
25,0.26,0.41,17427.0,0.8100052792251016
26,0.27,0.41,17425.0,0.8100052792251016
27,0.28,0.41,17412.0,0.8100052792251016
28,0.29,0.41,17377.0,0.8100052792251016
29,0.3,0.412,17270.0,0.8100052792251016
30,0.31,0.414,17073.0,0.8100052792251016
31,0.32,0.416,16805.0,0.8100052792251016
32,0.33,0.421,16367.0,0.8100052792251016
33,0.34,0.424,15660.0,0.8100052792251016
34,0.35,0.427,14831.0,0.8100052792251016
35,0.36,0.432,13869.0,0.8100052792251016
36,0.37,0.439,12747.0,0.8100052792251016
37,0.38,0.448,11449.0,0.8100052792251016
38,0.39,0.457,10017.0,0.8100052792251016
39,0.4,0.469,8688.0,0.8100052792251016
40,0.41,0.481,7386.0,0.8100052792251016
41,0.42,0.492,6231.0,0.8100052792251016
42,0.43,0.501,5221.0,0.8100052792251016
43,0.44,0.508,4384.0,0.8100052792251016
44,0.45,0.514,3649.0,0.8100052792251016
45,0.46,0.517,2977.0,0.8100052792251016
46,0.47,0.524,2480.0,0.8100052792251016
47,0.48,0.543,2012.0,0.8100052792251016
48,0.49,0.557,1664.0,0.8100052792251016
49,0.5,0.576,1360.0,0.8100052792251016
50,0.51,0.581,1146.0,0.8100052792251016
51,0.52,0.588,985.0,0.8100052792251016
52,0.53,0.605,841.0,0.8100052792251016
53,0.54,0.607,713.0,0.8100052792251016
54,0.55,0.619,614.0,0.8100052792251016
55,0.56,0.637,496.0,0.8100052792251016
56,0.57,0.632,416.0,0.8100052792251016
57,0.58,0.636,349.0,0.8100052792251016
58,0.59,0.646,302.0,0.8100052792251016
59,0.6,0.63,262.0,0.8100052792251016
60,0.61,0.651,218.0,0.8100052792251016
61,0.62,0.667,153.0,0.8100052792251016
62,0.63,0.698,106.0,0.8100052792251016
63,0.64,0.69,71.0,0.8100052792251016
64,0.65,0.763,38.0,0.8100052792251016
65,0.66,0.722,18.0,0.8100052792251016
66,0.67,0.75,8.0,0.8100052792251016
