,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.488,13667.0,1.3079388307602253
1,0.02,0.488,13667.0,1.3079388307602253
2,0.03,0.488,13667.0,1.3079388307602253
3,0.04,0.488,13667.0,1.3079388307602253
4,0.05,0.488,13667.0,1.3079388307602253
5,0.06,0.488,13667.0,1.3079388307602253
6,0.07,0.488,13667.0,1.3079388307602253
7,0.08,0.488,13667.0,1.3079388307602253
8,0.09,0.488,13667.0,1.3079388307602253
9,0.1,0.488,13667.0,1.3079388307602253
10,0.11,0.488,13667.0,1.3079388307602253
11,0.12,0.488,13667.0,1.3079388307602253
12,0.13,0.488,13667.0,1.3079388307602253
13,0.14,0.488,13667.0,1.3079388307602253
14,0.15,0.488,13667.0,1.3079388307602253
15,0.16,0.488,13667.0,1.3079388307602253
16,0.17,0.488,13667.0,1.3079388307602253
17,0.18,0.488,13667.0,1.3079388307602253
18,0.19,0.488,13667.0,1.3079388307602253
19,0.2,0.488,13667.0,1.3079388307602253
20,0.21,0.488,13667.0,1.3079388307602253
21,0.22,0.488,13667.0,1.3079388307602253
22,0.23,0.488,13667.0,1.3079388307602253
23,0.24,0.488,13667.0,1.3079388307602253
24,0.25,0.488,13667.0,1.3079388307602253
25,0.26,0.488,13667.0,1.3079388307602253
26,0.27,0.488,13667.0,1.3079388307602253
27,0.28,0.489,13624.0,1.3079388307602253
28,0.29,0.49,13537.0,1.3079388307602253
29,0.3,0.49,13495.0,1.3079388307602253
30,0.31,0.491,13474.0,1.3079388307602253
31,0.32,0.491,13462.0,1.3079388307602253
32,0.33,0.491,13451.0,1.3079388307602253
33,0.34,0.492,13426.0,1.3079388307602253
34,0.35,0.493,13384.0,1.3079388307602253
35,0.36,0.494,13278.0,1.3079388307602253
36,0.37,0.496,13144.0,1.3079388307602253
37,0.38,0.497,12965.0,1.3079388307602253
38,0.39,0.499,12701.0,1.3079388307602253
39,0.4,0.503,12339.0,1.3079388307602253
40,0.41,0.507,11861.0,1.3079388307602253
41,0.42,0.514,11197.0,1.3079388307602253
42,0.43,0.522,10455.0,1.3079388307602253
43,0.44,0.527,9677.0,1.3079388307602253
44,0.45,0.537,8889.0,1.3079388307602253
45,0.46,0.543,8066.0,1.3079388307602253
46,0.47,0.557,7228.0,1.3079388307602253
47,0.48,0.567,6515.0,1.3079388307602253
48,0.49,0.576,5855.0,1.3079388307602253
49,0.5,0.583,5281.0,1.3079388307602253
50,0.51,0.589,4756.0,1.3079388307602253
51,0.52,0.599,4296.0,1.3079388307602253
52,0.53,0.604,3880.0,1.3079388307602253
53,0.54,0.61,3511.0,1.3079388307602253
54,0.55,0.615,3177.0,1.3079388307602253
55,0.56,0.624,2851.0,1.3079388307602253
56,0.57,0.629,2508.0,1.3079388307602253
57,0.58,0.641,2091.0,1.3079388307602253
58,0.59,0.66,1719.0,1.3079388307602253
59,0.6,0.685,1397.0,1.3079388307602253
60,0.61,0.697,1094.0,1.3079388307602253
61,0.62,0.701,834.0,1.3079388307602253
62,0.63,0.7,666.0,1.3079388307602253
63,0.64,0.715,543.0,1.3079388307602253
64,0.65,0.726,434.0,1.3079388307602253
65,0.66,0.749,323.0,1.3079388307602253
66,0.67,0.784,245.0,1.3079388307602253
67,0.68,0.825,177.0,1.3079388307602253
68,0.69,0.847,124.0,1.3079388307602253
69,0.7,0.831,83.0,1.3079388307602253
70,0.71,0.845,58.0,1.3079388307602253
71,0.72,0.909,33.0,1.3079388307602253
72,0.73,0.933,15.0,1.3079388307602253
73,0.74,0.833,6.0,1.3079388307602253
