,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.521,12949.0,1.4359477326084271
1,0.02,0.521,12949.0,1.4359477326084271
2,0.03,0.521,12949.0,1.4359477326084271
3,0.04,0.521,12949.0,1.4359477326084271
4,0.05,0.521,12949.0,1.4359477326084271
5,0.06,0.521,12949.0,1.4359477326084271
6,0.07,0.521,12949.0,1.4359477326084271
7,0.08,0.521,12949.0,1.4359477326084271
8,0.09,0.521,12949.0,1.4359477326084271
9,0.1,0.521,12949.0,1.4359477326084271
10,0.11,0.521,12949.0,1.4359477326084271
11,0.12,0.521,12949.0,1.4359477326084271
12,0.13,0.521,12949.0,1.4359477326084271
13,0.14,0.521,12949.0,1.4359477326084271
14,0.15,0.521,12949.0,1.4359477326084271
15,0.16,0.521,12949.0,1.4359477326084271
16,0.17,0.521,12949.0,1.4359477326084271
17,0.18,0.521,12949.0,1.4359477326084271
18,0.19,0.521,12949.0,1.4359477326084271
19,0.2,0.521,12949.0,1.4359477326084271
20,0.21,0.521,12949.0,1.4359477326084271
21,0.22,0.521,12949.0,1.4359477326084271
22,0.23,0.521,12949.0,1.4359477326084271
23,0.24,0.521,12949.0,1.4359477326084271
24,0.25,0.521,12949.0,1.4359477326084271
25,0.26,0.521,12949.0,1.4359477326084271
26,0.27,0.521,12949.0,1.4359477326084271
27,0.28,0.521,12949.0,1.4359477326084271
28,0.29,0.521,12949.0,1.4359477326084271
29,0.3,0.521,12949.0,1.4359477326084271
30,0.31,0.521,12929.0,1.4359477326084271
31,0.32,0.522,12882.0,1.4359477326084271
32,0.33,0.523,12814.0,1.4359477326084271
33,0.34,0.524,12776.0,1.4359477326084271
34,0.35,0.525,12752.0,1.4359477326084271
35,0.36,0.525,12738.0,1.4359477326084271
36,0.37,0.525,12715.0,1.4359477326084271
37,0.38,0.526,12656.0,1.4359477326084271
38,0.39,0.528,12566.0,1.4359477326084271
39,0.4,0.529,12465.0,1.4359477326084271
40,0.41,0.531,12327.0,1.4359477326084271
41,0.42,0.532,12134.0,1.4359477326084271
42,0.43,0.535,11901.0,1.4359477326084271
43,0.44,0.539,11503.0,1.4359477326084271
44,0.45,0.546,10946.0,1.4359477326084271
45,0.46,0.553,10207.0,1.4359477326084271
46,0.47,0.561,9275.0,1.4359477326084271
47,0.48,0.57,8216.0,1.4359477326084271
48,0.49,0.578,7389.0,1.4359477326084271
49,0.5,0.588,6634.0,1.4359477326084271
50,0.51,0.596,5973.0,1.4359477326084271
51,0.52,0.605,5407.0,1.4359477326084271
52,0.53,0.615,4887.0,1.4359477326084271
53,0.54,0.624,4444.0,1.4359477326084271
54,0.55,0.63,4091.0,1.4359477326084271
55,0.56,0.633,3775.0,1.4359477326084271
56,0.57,0.64,3456.0,1.4359477326084271
57,0.58,0.646,3168.0,1.4359477326084271
58,0.59,0.659,2875.0,1.4359477326084271
59,0.6,0.67,2548.0,1.4359477326084271
60,0.61,0.678,2123.0,1.4359477326084271
61,0.62,0.693,1760.0,1.4359477326084271
62,0.63,0.704,1458.0,1.4359477326084271
63,0.64,0.713,1211.0,1.4359477326084271
64,0.65,0.718,980.0,1.4359477326084271
65,0.66,0.734,802.0,1.4359477326084271
66,0.67,0.759,644.0,1.4359477326084271
67,0.68,0.787,535.0,1.4359477326084271
68,0.69,0.805,426.0,1.4359477326084271
69,0.7,0.796,339.0,1.4359477326084271
70,0.71,0.808,261.0,1.4359477326084271
71,0.72,0.822,197.0,1.4359477326084271
72,0.73,0.849,139.0,1.4359477326084271
73,0.74,0.911,79.0,1.4359477326084271
74,0.75,0.921,38.0,1.4359477326084271
75,0.76,0.941,17.0,1.4359477326084271
76,0.77,0.667,3.0,1.4359477326084271
