,P(p)>,Success rate,Quantity,no_outcome
0,0.01,0.268,21282.0,0.48212574006202424
1,0.02,0.268,21282.0,0.48212574006202424
2,0.03,0.268,21282.0,0.48212574006202424
3,0.04,0.268,21282.0,0.48212574006202424
4,0.05,0.268,21282.0,0.48212574006202424
5,0.06,0.268,21282.0,0.48212574006202424
6,0.07,0.268,21282.0,0.48212574006202424
7,0.08,0.268,21282.0,0.48212574006202424
8,0.09,0.268,21282.0,0.48212574006202424
9,0.1,0.268,21282.0,0.48212574006202424
10,0.11,0.268,21282.0,0.48212574006202424
11,0.12,0.268,21282.0,0.48212574006202424
12,0.13,0.268,21282.0,0.48212574006202424
13,0.14,0.268,21282.0,0.48212574006202424
14,0.15,0.268,21276.0,0.48212574006202424
15,0.16,0.269,21247.0,0.48212574006202424
16,0.17,0.269,21137.0,0.48212574006202424
17,0.18,0.271,20875.0,0.48212574006202424
18,0.19,0.273,20416.0,0.48212574006202424
19,0.2,0.276,19648.0,0.48212574006202424
20,0.21,0.281,18591.0,0.48212574006202424
21,0.22,0.287,17364.0,0.48212574006202424
22,0.23,0.294,15965.0,0.48212574006202424
23,0.24,0.301,14325.0,0.48212574006202424
24,0.25,0.311,12517.0,0.48212574006202424
25,0.26,0.323,10565.0,0.48212574006202424
26,0.27,0.336,8598.0,0.48212574006202424
27,0.28,0.35,6840.0,0.48212574006202424
28,0.29,0.36,5410.0,0.48212574006202424
29,0.3,0.368,4302.0,0.48212574006202424
30,0.31,0.377,3458.0,0.48212574006202424
31,0.32,0.38,2902.0,0.48212574006202424
32,0.33,0.386,2548.0,0.48212574006202424
33,0.34,0.387,2231.0,0.48212574006202424
34,0.35,0.392,1935.0,0.48212574006202424
35,0.36,0.406,1677.0,0.48212574006202424
36,0.37,0.427,1400.0,0.48212574006202424
37,0.38,0.439,1170.0,0.48212574006202424
38,0.39,0.453,967.0,0.48212574006202424
39,0.4,0.461,811.0,0.48212574006202424
40,0.41,0.466,676.0,0.48212574006202424
41,0.42,0.479,535.0,0.48212574006202424
42,0.43,0.493,436.0,0.48212574006202424
43,0.44,0.503,360.0,0.48212574006202424
44,0.45,0.486,315.0,0.48212574006202424
45,0.46,0.484,283.0,0.48212574006202424
46,0.47,0.482,251.0,0.48212574006202424
47,0.48,0.493,221.0,0.48212574006202424
48,0.49,0.49,198.0,0.48212574006202424
49,0.5,0.476,170.0,0.48212574006202424
50,0.51,0.483,147.0,0.48212574006202424
51,0.52,0.525,118.0,0.48212574006202424
52,0.53,0.583,72.0,0.48212574006202424
53,0.54,0.689,45.0,0.48212574006202424
54,0.55,0.692,26.0,0.48212574006202424
55,0.56,0.8,5.0,0.48212574006202424
